site_id,reading_date,PM_25,location,address,point,lat,lon
LW5,31/07/2020 00:00,10.794952681388011,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
LW5,01/08/2020 00:00,10.794952681388011,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
LW5,02/08/2020 00:00,10.794952681388011,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
LW5,03/08/2020 00:00,10.794952681388011,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
LW5,04/08/2020 00:00,10.794952681388011,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
LW5,05/08/2020 00:00,10.794952681388011,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
LW5,06/08/2020 00:00,10.794952681388011,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
LW5,07/08/2020 00:00,10.794952681388011,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
LW5,08/08/2020 00:00,10.794952681388011,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
LW5,09/08/2020 00:00,10.794952681388011,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
LW5,10/08/2020 00:00,10.794952681388011,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
LW5,11/08/2020 00:00,10.794952681388011,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
LW5,12/08/2020 00:00,10.794952681388011,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
LW5,13/08/2020 00:00,10.794952681388011,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
