site_id,reading_date,PM_25,location,address
BL0,01/07/2021 00:00,10.5,Bloomsbury,"Bloomsbury,London, United Kingdom"
BL0,02/07/2021 00:00,14.4,Bloomsbury,"Bloomsbury,London, United Kingdom"
BL0,03/07/2021 00:00,6.8,Bloomsbury,"Bloomsbury,London, United Kingdom"
BL0,04/07/2021 00:00,3.3,Bloomsbury,"Bloomsbury,London, United Kingdom"
BL0,05/07/2021 00:00,4.0,Bloomsbury,"Bloomsbury,London, United Kingdom"
BL0,06/07/2021 00:00,5.6,Bloomsbury,"Bloomsbury,London, United Kingdom"
BL0,07/07/2021 00:00,7.0,Bloomsbury,"Bloomsbury,London, United Kingdom"
BL0,08/07/2021 00:00,7.2,Bloomsbury,"Bloomsbury,London, United Kingdom"
BL0,09/07/2021 00:00,9.2,Bloomsbury,"Bloomsbury,London, United Kingdom"
BL0,10/07/2021 00:00,8.2,Bloomsbury,"Bloomsbury,London, United Kingdom"
BL0,11/07/2021 00:00,7.5,Bloomsbury,"Bloomsbury,London, United Kingdom"
BL0,12/07/2021 00:00,9.88397435897436,Bloomsbury,"Bloomsbury,London, United Kingdom"
BL0,13/07/2021 00:00,9.88397435897436,Bloomsbury,"Bloomsbury,London, United Kingdom"
BL0,14/07/2021 00:00,9.88397435897436,Bloomsbury,"Bloomsbury,London, United Kingdom"
BL0,15/07/2021 00:00,9.88397435897436,Bloomsbury,"Bloomsbury,London, United Kingdom"
BL0,16/07/2021 00:00,8.8,Bloomsbury,"Bloomsbury,London, United Kingdom"
BL0,17/07/2021 00:00,6.9,Bloomsbury,"Bloomsbury,London, United Kingdom"
BL0,18/07/2021 00:00,11.1,Bloomsbury,"Bloomsbury,London, United Kingdom"
BL0,19/07/2021 00:00,11.8,Bloomsbury,"Bloomsbury,London, United Kingdom"
BL0,20/07/2021 00:00,15.8,Bloomsbury,"Bloomsbury,London, United Kingdom"
BL0,21/07/2021 00:00,22.5,Bloomsbury,"Bloomsbury,London, United Kingdom"
BL0,22/07/2021 00:00,22.7,Bloomsbury,"Bloomsbury,London, United Kingdom"
BL0,23/07/2021 00:00,8.8,Bloomsbury,"Bloomsbury,London, United Kingdom"
BL0,24/07/2021 00:00,17.5,Bloomsbury,"Bloomsbury,London, United Kingdom"
BL0,25/07/2021 00:00,16.5,Bloomsbury,"Bloomsbury,London, United Kingdom"
BL0,26/07/2021 00:00,16.3,Bloomsbury,"Bloomsbury,London, United Kingdom"
BL0,27/07/2021 00:00,7.6,Bloomsbury,"Bloomsbury,London, United Kingdom"
BL0,28/07/2021 00:00,9.88397435897436,Bloomsbury,"Bloomsbury,London, United Kingdom"
BL0,29/07/2021 00:00,9.88397435897436,Bloomsbury,"Bloomsbury,London, United Kingdom"
BL0,30/07/2021 00:00,7.2,Bloomsbury,"Bloomsbury,London, United Kingdom"
BL0,31/07/2021 00:00,6.0,Bloomsbury,"Bloomsbury,London, United Kingdom"
CD9,01/03/2020 00:00,6.4,Euston Road,"Euston Road,London, United Kingdom"
CD9,02/03/2020 00:00,5.9,Euston Road,"Euston Road,London, United Kingdom"
CD9,03/03/2020 00:00,8.4,Euston Road,"Euston Road,London, United Kingdom"
CD9,04/03/2020 00:00,12.3,Euston Road,"Euston Road,London, United Kingdom"
CD9,05/03/2020 00:00,12.1,Euston Road,"Euston Road,London, United Kingdom"
CD9,06/03/2020 00:00,11.6,Euston Road,"Euston Road,London, United Kingdom"
CD9,07/03/2020 00:00,14.2,Euston Road,"Euston Road,London, United Kingdom"
CD9,08/03/2020 00:00,6.7,Euston Road,"Euston Road,London, United Kingdom"
CD9,09/03/2020 00:00,6.5,Euston Road,"Euston Road,London, United Kingdom"
CD9,10/03/2020 00:00,4.2,Euston Road,"Euston Road,London, United Kingdom"
CD9,11/03/2020 00:00,5.2,Euston Road,"Euston Road,London, United Kingdom"
CD9,12/03/2020 00:00,6.6,Euston Road,"Euston Road,London, United Kingdom"
CD9,13/03/2020 00:00,7.9,Euston Road,"Euston Road,London, United Kingdom"
CD9,14/03/2020 00:00,6.4,Euston Road,"Euston Road,London, United Kingdom"
CD9,15/03/2020 00:00,6.5,Euston Road,"Euston Road,London, United Kingdom"
CD9,16/03/2020 00:00,8.4,Euston Road,"Euston Road,London, United Kingdom"
CD9,17/03/2020 00:00,8.0,Euston Road,"Euston Road,London, United Kingdom"
CD9,18/03/2020 00:00,7.4,Euston Road,"Euston Road,London, United Kingdom"
CD9,19/03/2020 00:00,12.3,Euston Road,"Euston Road,London, United Kingdom"
CD9,20/03/2020 00:00,6.2,Euston Road,"Euston Road,London, United Kingdom"
CD9,21/03/2020 00:00,6.9,Euston Road,"Euston Road,London, United Kingdom"
CD9,22/03/2020 00:00,9.0,Euston Road,"Euston Road,London, United Kingdom"
CD9,23/03/2020 00:00,13.6,Euston Road,"Euston Road,London, United Kingdom"
CD9,24/03/2020 00:00,13.4,Euston Road,"Euston Road,London, United Kingdom"
CD9,25/03/2020 00:00,23.6,Euston Road,"Euston Road,London, United Kingdom"
CD9,26/03/2020 00:00,28.4,Euston Road,"Euston Road,London, United Kingdom"
CD9,27/03/2020 00:00,25.8,Euston Road,"Euston Road,London, United Kingdom"
CD9,28/03/2020 00:00,12.2,Euston Road,"Euston Road,London, United Kingdom"
CD9,29/03/2020 00:00,5.8,Euston Road,"Euston Road,London, United Kingdom"
CD9,30/03/2020 00:00,3.4,Euston Road,"Euston Road,London, United Kingdom"
CD9,31/03/2020 00:00,7.4,Euston Road,"Euston Road,London, United Kingdom"
CD9,01/04/2020 00:00,7.9,Euston Road,"Euston Road,London, United Kingdom"
CD9,02/04/2020 00:00,5.7,Euston Road,"Euston Road,London, United Kingdom"
CD9,03/04/2020 00:00,6.6,Euston Road,"Euston Road,London, United Kingdom"
CD9,04/04/2020 00:00,10.8,Euston Road,"Euston Road,London, United Kingdom"
CD9,05/04/2020 00:00,9.3,Euston Road,"Euston Road,London, United Kingdom"
CD9,06/04/2020 00:00,6.3,Euston Road,"Euston Road,London, United Kingdom"
CD9,07/04/2020 00:00,12.2,Euston Road,"Euston Road,London, United Kingdom"
CD9,08/04/2020 00:00,34.8,Euston Road,"Euston Road,London, United Kingdom"
CD9,09/04/2020 00:00,41.2,Euston Road,"Euston Road,London, United Kingdom"
CD9,10/04/2020 00:00,29.3,Euston Road,"Euston Road,London, United Kingdom"
CD9,11/04/2020 00:00,23.7,Euston Road,"Euston Road,London, United Kingdom"
CD9,12/04/2020 00:00,19.5,Euston Road,"Euston Road,London, United Kingdom"
CD9,13/04/2020 00:00,6.5,Euston Road,"Euston Road,London, United Kingdom"
CD9,14/04/2020 00:00,6.2,Euston Road,"Euston Road,London, United Kingdom"
CD9,15/04/2020 00:00,18.1,Euston Road,"Euston Road,London, United Kingdom"
CD9,16/04/2020 00:00,35.3,Euston Road,"Euston Road,London, United Kingdom"
CD9,17/04/2020 00:00,8.6,Euston Road,"Euston Road,London, United Kingdom"
CD9,18/04/2020 00:00,13.7,Euston Road,"Euston Road,London, United Kingdom"
CD9,19/04/2020 00:00,9.9,Euston Road,"Euston Road,London, United Kingdom"
CD9,20/04/2020 00:00,8.8,Euston Road,"Euston Road,London, United Kingdom"
CD9,21/04/2020 00:00,10.8,Euston Road,"Euston Road,London, United Kingdom"
CD9,22/04/2020 00:00,15.5,Euston Road,"Euston Road,London, United Kingdom"
CD9,23/04/2020 00:00,21.5,Euston Road,"Euston Road,London, United Kingdom"
CD9,24/04/2020 00:00,21.4,Euston Road,"Euston Road,London, United Kingdom"
CD9,25/04/2020 00:00,12.2,Euston Road,"Euston Road,London, United Kingdom"
CD9,26/04/2020 00:00,12.4,Euston Road,"Euston Road,London, United Kingdom"
CD9,27/04/2020 00:00,17.4,Euston Road,"Euston Road,London, United Kingdom"
CD9,28/04/2020 00:00,7.2,Euston Road,"Euston Road,London, United Kingdom"
CD9,29/04/2020 00:00,6.9,Euston Road,"Euston Road,London, United Kingdom"
CD9,30/04/2020 00:00,6.0,Euston Road,"Euston Road,London, United Kingdom"
CD9,01/05/2020 00:00,5.0,Euston Road,"Euston Road,London, United Kingdom"
CD9,02/05/2020 00:00,4.7,Euston Road,"Euston Road,London, United Kingdom"
CD9,03/05/2020 00:00,8.3,Euston Road,"Euston Road,London, United Kingdom"
CD9,04/05/2020 00:00,9.5,Euston Road,"Euston Road,London, United Kingdom"
CD9,05/05/2020 00:00,6.4,Euston Road,"Euston Road,London, United Kingdom"
CD9,06/05/2020 00:00,11.6,Euston Road,"Euston Road,London, United Kingdom"
CD9,07/05/2020 00:00,16.6,Euston Road,"Euston Road,London, United Kingdom"
CD9,08/05/2020 00:00,16.3,Euston Road,"Euston Road,London, United Kingdom"
CD9,09/05/2020 00:00,28.4,Euston Road,"Euston Road,London, United Kingdom"
CD9,10/05/2020 00:00,13.7,Euston Road,"Euston Road,London, United Kingdom"
CD9,11/05/2020 00:00,4.9,Euston Road,"Euston Road,London, United Kingdom"
CD9,12/05/2020 00:00,6.5,Euston Road,"Euston Road,London, United Kingdom"
CD9,13/05/2020 00:00,4.7,Euston Road,"Euston Road,London, United Kingdom"
CD9,14/05/2020 00:00,5.2,Euston Road,"Euston Road,London, United Kingdom"
CD9,15/05/2020 00:00,8.2,Euston Road,"Euston Road,London, United Kingdom"
CD9,16/05/2020 00:00,7.0,Euston Road,"Euston Road,London, United Kingdom"
CD9,17/05/2020 00:00,7.7,Euston Road,"Euston Road,London, United Kingdom"
CD9,18/05/2020 00:00,6.4,Euston Road,"Euston Road,London, United Kingdom"
CD9,19/05/2020 00:00,6.6,Euston Road,"Euston Road,London, United Kingdom"
CD9,20/05/2020 00:00,9.7,Euston Road,"Euston Road,London, United Kingdom"
CD9,21/05/2020 00:00,10.8,Euston Road,"Euston Road,London, United Kingdom"
CD9,22/05/2020 00:00,9.6,Euston Road,"Euston Road,London, United Kingdom"
CD9,23/05/2020 00:00,5.9,Euston Road,"Euston Road,London, United Kingdom"
CD9,24/05/2020 00:00,8.1,Euston Road,"Euston Road,London, United Kingdom"
CD9,25/05/2020 00:00,9.4,Euston Road,"Euston Road,London, United Kingdom"
CD9,26/05/2020 00:00,9.2,Euston Road,"Euston Road,London, United Kingdom"
CD9,27/05/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,28/05/2020 00:00,7.1,Euston Road,"Euston Road,London, United Kingdom"
CD9,29/05/2020 00:00,7.5,Euston Road,"Euston Road,London, United Kingdom"
CD9,30/05/2020 00:00,11.1,Euston Road,"Euston Road,London, United Kingdom"
CD9,31/05/2020 00:00,8.2,Euston Road,"Euston Road,London, United Kingdom"
CD9,01/06/2020 00:00,8.4,Euston Road,"Euston Road,London, United Kingdom"
CD9,02/06/2020 00:00,9.0,Euston Road,"Euston Road,London, United Kingdom"
CD9,03/06/2020 00:00,11.9,Euston Road,"Euston Road,London, United Kingdom"
CD9,04/06/2020 00:00,5.5,Euston Road,"Euston Road,London, United Kingdom"
CD9,05/06/2020 00:00,4.0,Euston Road,"Euston Road,London, United Kingdom"
CD9,06/06/2020 00:00,5.3,Euston Road,"Euston Road,London, United Kingdom"
CD9,07/06/2020 00:00,6.4,Euston Road,"Euston Road,London, United Kingdom"
CD9,08/06/2020 00:00,6.5,Euston Road,"Euston Road,London, United Kingdom"
CD9,09/06/2020 00:00,8.6,Euston Road,"Euston Road,London, United Kingdom"
CD9,10/06/2020 00:00,12.1,Euston Road,"Euston Road,London, United Kingdom"
CD9,11/06/2020 00:00,12.2,Euston Road,"Euston Road,London, United Kingdom"
CD9,12/06/2020 00:00,22.4,Euston Road,"Euston Road,London, United Kingdom"
CD9,13/06/2020 00:00,8.3,Euston Road,"Euston Road,London, United Kingdom"
CD9,14/06/2020 00:00,11.7,Euston Road,"Euston Road,London, United Kingdom"
CD9,15/06/2020 00:00,9.7,Euston Road,"Euston Road,London, United Kingdom"
CD9,16/06/2020 00:00,8.1,Euston Road,"Euston Road,London, United Kingdom"
CD9,17/06/2020 00:00,10.9,Euston Road,"Euston Road,London, United Kingdom"
CD9,18/06/2020 00:00,7.9,Euston Road,"Euston Road,London, United Kingdom"
CD9,19/06/2020 00:00,7.2,Euston Road,"Euston Road,London, United Kingdom"
CD9,20/06/2020 00:00,6.9,Euston Road,"Euston Road,London, United Kingdom"
CD9,21/06/2020 00:00,6.1,Euston Road,"Euston Road,London, United Kingdom"
CD9,22/06/2020 00:00,9.6,Euston Road,"Euston Road,London, United Kingdom"
CD9,23/06/2020 00:00,11.6,Euston Road,"Euston Road,London, United Kingdom"
CD9,24/06/2020 00:00,16.5,Euston Road,"Euston Road,London, United Kingdom"
CD9,25/06/2020 00:00,16.4,Euston Road,"Euston Road,London, United Kingdom"
CD9,26/06/2020 00:00,19.0,Euston Road,"Euston Road,London, United Kingdom"
CD9,27/06/2020 00:00,5.0,Euston Road,"Euston Road,London, United Kingdom"
CD9,28/06/2020 00:00,5.9,Euston Road,"Euston Road,London, United Kingdom"
CD9,29/06/2020 00:00,6.2,Euston Road,"Euston Road,London, United Kingdom"
CD9,30/06/2020 00:00,6.5,Euston Road,"Euston Road,London, United Kingdom"
CD9,01/07/2020 00:00,7.3,Euston Road,"Euston Road,London, United Kingdom"
CD9,02/07/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,03/07/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,04/07/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,05/07/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,06/07/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,07/07/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,08/07/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,09/07/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,10/07/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,11/07/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,12/07/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,13/07/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,14/07/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,15/07/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,16/07/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,17/07/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,18/07/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,19/07/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,20/07/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,21/07/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,22/07/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,23/07/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,24/07/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,25/07/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,26/07/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,27/07/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,28/07/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,29/07/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,30/07/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,31/07/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,01/08/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,02/08/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,03/08/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,04/08/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,05/08/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,06/08/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,07/08/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,08/08/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,09/08/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,10/08/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,11/08/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,12/08/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,13/08/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,14/08/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,15/08/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,16/08/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,17/08/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,18/08/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,19/08/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,20/08/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,21/08/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,22/08/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,23/08/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,24/08/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,25/08/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,26/08/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,27/08/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,28/08/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,29/08/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,30/08/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,31/08/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,01/09/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,02/09/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,03/09/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,04/09/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,05/09/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,06/09/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,07/09/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,08/09/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,09/09/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,10/09/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,11/09/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,12/09/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,13/09/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,14/09/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,15/09/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,16/09/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,17/09/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,18/09/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,19/09/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,20/09/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,21/09/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,22/09/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,23/09/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,24/09/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,25/09/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,26/09/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,27/09/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,28/09/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,29/09/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,30/09/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,01/10/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,02/10/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,03/10/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,04/10/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,05/10/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,06/10/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,07/10/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,08/10/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,09/10/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,10/10/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,11/10/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,12/10/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,13/10/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,14/10/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,15/10/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,16/10/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,17/10/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,18/10/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,19/10/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,20/10/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,21/10/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,22/10/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,23/10/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,24/10/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,25/10/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,26/10/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,27/10/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,28/10/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,29/10/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,30/10/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,31/10/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,01/11/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,02/11/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,03/11/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,04/11/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,05/11/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,06/11/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,07/11/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,08/11/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,09/11/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,10/11/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,11/11/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,12/11/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,13/11/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,14/11/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,15/11/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,16/11/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,17/11/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,18/11/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,19/11/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,20/11/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,21/11/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,22/11/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,23/11/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,24/11/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,25/11/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,26/11/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,27/11/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,28/11/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,29/11/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,30/11/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,01/12/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,02/12/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,03/12/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,04/12/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,05/12/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,06/12/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,07/12/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
CD9,08/12/2020 00:00,10.867213114754104,Euston Road,"Euston Road,London, United Kingdom"
